iter	Passed	Remaining
788	4174	19633
789	4179	19626
790	4184	19618
791	4189	19615
792	4195	19610
793	4200	19605
794	4205	19598
795	4210	19590
796	4214	19582
797	4219	19576
798	4224	19568
799	4229	19562
800	4234	19556
801	4239	19550
802	4244	19543
803	4249	19536
804	4255	19530
805	4259	19522
806	4264	19515
807	4269	19509
808	4274	19502
809	4280	19499
810	4286	19496
811	4291	19491
812	4295	19481
813	4300	19475
814	4305	19467
815	4310	19460
816	4314	19451
817	4319	19444
818	4324	19437
819	4330	19432
820	4335	19428
821	4341	19425
822	4346	19417
823	4351	19410
824	4356	19406
825	4361	19399
826	4366	19393
827	4371	19386
828	4376	19379
829	4382	19379
830	4388	19375
831	4393	19368
832	4398	19361
833	4402	19353
834	4407	19343
835	4411	19335
836	4417	19331
837	4421	19322
838	4426	19315
839	4432	19311
840	4437	19305
841	4442	19298
842	4447	19292
843	4452	19286
844	4456	19277
845	4460	19267
846	4465	19259
847	4470	19252
848	4475	19246
849	4481	19244
850	4486	19239
851	4491	19233
852	4497	19228
853	4501	19217
854	4506	19210
855	4511	19204
856	4516	19200
857	4521	19193
858	4527	19188
859	4533	19187
860	4538	19182
861	4543	19176
862	4549	19175
863	4554	19168
864	4559	19160
865	4564	19154
866	4569	19146
867	4574	19139
868	4579	19136
869	4585	19130
870	4590	19124
871	4595	19118
872	4599	19111
873	4604	19102
874	4608	19093
875	4613	19085
876	4618	19077
877	4622	19070
878	4628	19066
879	4633	19061
880	4638	19055
881	4643	19049
882	4649	19043
883	4653	19037
884	4659	19031
885	4664	19027
886	4669	19020
887	4674	19015
888	4680	19012
889	4685	19006
890	4690	19000
891	4696	18995
892	4701	18990
893	4706	18983
894	4711	18977
895	4716	18971
896	4721	18963
897	4726	18958
898	4731	18951
899	4736	18947
900	4741	18938
901	4746	18934
902	4751	18926
903	4755	18918
904	4761	18914
905	4765	18905
906	4770	18898
907	4775	18892
908	4781	18888
909	4786	18884
910	4791	18878
911	4796	18870
912	4801	18863
913	4805	18854
914	4810	18848
915	4815	18840
916	4820	18835
917	4826	18832
918	4831	18827
919	4836	18821
920	4842	18816
921	4847	18812
922	4852	18806
923	4858	18801
924	4863	18795
925	4867	18788
926	4873	18784
927	4878	18779
928	4884	18774
929	4889	18767
930	4894	18762
931	4898	18754
932	4903	18747
933	4908	18742
934	4913	18734
935	4919	18730
936	4925	18729
937	4931	18725
938	4936	18719
939	4941	18715
940	4946	18710
941	4951	18703
942	4957	18699
943	4962	18693
944	4967	18687
945	4973	18685
946	4980	18686
947	4986	18683
948	4992	18680
949	4997	18676
950	5003	18671
951	5008	18667
952	5014	18662
953	5021	18663
954	5027	18663
955	5033	18659
956	5039	18655
957	5044	18651
958	5049	18643
959	5054	18638
960	5059	18630
961	5064	18625
962	5070	18624
963	5075	18618
964	5081	18614
965	5086	18608
966	5091	18601
967	5095	18592
968	5099	18583
969	5104	18577
970	5109	18570
971	5115	18567
972	5123	18571
973	5129	18568
974	5134	18563
975	5139	18558
976	5144	18550
977	5148	18540
978	5153	18533
979	5158	18527
980	5162	18519
981	5167	18511
982	5172	18507
983	5178	18502
984	5183	18497
985	5189	18493
986	5194	18487
987	5198	18480
988	5204	18476
989	5209	18470
990	5214	18464
991	5220	18461
992	5226	18458
993	5231	18453
994	5237	18451
995	5242	18444
996	5247	18437
997	5253	18434
998	5258	18428
999	5263	18423
1000	5270	18422
1001	5276	18418
1002	5281	18415
1003	5287	18412
1004	5292	18405
1005	5298	18401
1006	5303	18397
1007	5308	18390
1008	5314	18386
1009	5319	18381
1010	5324	18376
1011	5330	18371
1012	5335	18367
1013	5340	18360
1014	5345	18354
1015	5350	18349
1016	5355	18342
1017	5360	18336
1018	5367	18334
1019	5372	18330
1020	5378	18326
1021	5383	18319
1022	5388	18313
1023	5393	18308
1024	5398	18301
1025	5403	18296
1026	5408	18288
1027	5413	18284
1028	5419	18280
1029	5425	18276
1030	5430	18270
1031	5435	18267
1032	5441	18262
1033	5446	18257
1034	5451	18252
1035	5456	18244
1036	5461	18239
1037	5467	18235
1038	5473	18231
1039	5478	18225
1040	5483	18220
1041	5488	18212
1042	5492	18205
1043	5497	18199
1044	5503	18194
1045	5508	18189
1046	5514	18186
1047	5519	18181
1048	5525	18176
1049	5530	18170
1050	5534	18163
1051	5539	18156
1052	5544	18150
1053	5549	18145
1054	5554	18138
1055	5559	18132
1056	5565	18128
1057	5570	18123
1058	5576	18118
1059	5581	18113
1060	5586	18107
1061	5590	18098
1062	5595	18092
1063	5600	18085
1064	5605	18079
1065	5611	18075
1066	5617	18073
1067	5622	18068
1068	5627	18063
1069	5632	18057
1070	5638	18051
1071	5642	18043
1072	5647	18038
1073	5652	18032
1074	5658	18027
1075	5665	18027
1076	5670	18022
1077	5675	18016
1078	5681	18013
1079	5686	18006
1080	5691	17999
1081	5696	17995
1082	5701	17990
1083	5707	17987
1084	5715	17988
1085	5721	17984
1086	5731	17997
1087	5737	17992
1088	5742	17988
1089	5748	17984
1090	5753	17978
1091	5760	17978
1092	5766	17974
1093	5771	17968
1094	5776	17963
1095	5781	17957
1096	5786	17951
1097	5791	17945
1098	5797	17940
1099	5802	17933
1100	5807	17929
1101	5813	17924
1102	5818	17919
1103	5823	17913
1104	5828	17908
1105	5833	17901
1106	5838	17894
1107	5843	17889
1108	5848	17882
1109	5853	17877
1110	5859	17874
1111	5865	17870
1112	5870	17865
1113	5875	17859
1114	5880	17852
1115	5885	17846
1116	5890	17839
1117	5895	17833
1118	5899	17825
1119	5904	17820
1120	5911	17817
1121	5916	17813
1122	5921	17806
1123	5926	17800
1124	5931	17795
1125	5936	17788
1126	5941	17782
1127	5946	17775
1128	5951	17769
1129	5957	17766
1130	5963	17762
1131	5968	17757
1132	5973	17751
1133	5978	17745
1134	5982	17737
1135	5987	17731
1136	5992	17724
1137	5997	17717
1138	6002	17713
1139	6008	17709
1140	6014	17705
1141	6018	17698
1142	6024	17693
1143	6029	17687
1144	6034	17681
1145	6038	17674
1146	6044	17669
1147	6049	17663
1148	6055	17660
1149	6061	17656
1150	6066	17650
1151	6071	17644
1152	6076	17638
1153	6081	17633
1154	6086	17627
1155	6091	17622
1156	6096	17615
1157	6103	17614
1158	6109	17611
1159	6114	17606
1160	6120	17602
1161	6125	17596
1162	6130	17589
1163	6135	17583
1164	6140	17578
1165	6145	17571
1166	6150	17565
1167	6155	17561
1168	6161	17555
1169	6165	17549
1170	6170	17543
1171	6175	17537
1172	6180	17531
1173	6186	17526
1174	6191	17521
1175	6196	17515
1176	6202	17512
1177	6208	17507
1178	6213	17500
1179	6218	17495
1180	6223	17489
1181	6228	17483
1182	6233	17477
1183	6239	17474
1184	6244	17469
1185	6249	17463
1186	6255	17460
1187	6260	17454
1188	6265	17447
1189	6271	17444
1190	6276	17438
1191	6281	17431
1192	6286	17426
1193	6291	17420
1194	6296	17415
1195	6302	17411
1196	6307	17406
1197	6312	17398
1198	6316	17390
1199	6322	17385
1200	6329	17386
1201	6335	17382
1202	6340	17377
1203	6345	17371
1204	6351	17367
1205	6356	17362
1206	6362	17357
1207	6367	17351
1208	6372	17345
1209	6377	17339
1210	6382	17333
1211	6387	17328
1212	6392	17321
1213	6397	17316
1214	6403	17313
1215	6409	17309
1216	6414	17303
1217	6419	17298
1218	6424	17291
1219	6429	17284
1220	6434	17278
1221	6439	17274
1222	6444	17267
1223	6450	17264
1224	6455	17259
1225	6460	17253
1226	6465	17247
1227	6470	17241
1228	6475	17235
1229	6480	17229
1230	6485	17223
1231	6490	17215
1232	6494	17209
1233	6500	17204
1234	6505	17199
1235	6510	17193
1236	6515	17186
1237	6520	17180
1238	6524	17171
1239	6529	17166
1240	6534	17161
1241	6539	17155
1242	6545	17150
1243	6551	17146
1244	6556	17141
1245	6561	17135
1246	6566	17129
1247	6571	17122
1248	6575	17116
1249	6580	17110
1250	6585	17104
1251	6590	17097
1252	6595	17092
1253	6601	17087
1254	6606	17082
1255	6611	17076
1256	6616	17071
1257	6621	17065
1258	6626	17057
1259	6630	17050
1260	6636	17045
1261	6641	17040
1262	6647	17036
1263	6652	17032
1264	6658	17027
1265	6663	17023
1266	6669	17017
1267	6674	17011
1268	6678	17005
1269	6683	16998
1270	6688	16992
1271	6694	16987
1272	6699	16983
1273	6705	16978
1274	6709	16972
1275	6715	16967
1276	6720	16960
1277	6724	16953
1278	6730	16948
1279	6734	16941
1280	6739	16935
1281	6744	16930
1282	6750	16927
1283	6756	16922
1284	6761	16918
1285	6767	16912
1286	6772	16906
1287	6776	16899
1288	6781	16893
1289	6786	16887
1290	6792	16882
1291	6797	16878
1292	6803	16873
1293	6808	16868
1294	6813	16862
1295	6818	16855
1296	6822	16847
1297	6827	16841
1298	6832	16836
1299	6837	16830
1300	6843	16827
1301	6849	16823
1302	6854	16817
1303	6859	16811
1304	6864	16805
1305	6868	16798
1306	6873	16792
1307	6878	16786
1308	6883	16779
1309	6888	16774
1310	6894	16770
1311	6899	16765
1312	6904	16759
1313	6910	16755
1314	6915	16749
1315	6921	16746
1316	6927	16743
1317	6934	16740
1318	6940	16737
1319	6946	16735
1320	6952	16731
1321	6958	16727
1322	6963	16722
1323	6969	16717
1324	6976	16717
1325	6982	16713
1326	6987	16707
1327	6993	16704
1328	6999	16700
1329	7005	16697
1330	7011	16693
1331	7016	16689
1332	7023	16686
1333	7029	16682
1334	7034	16677
1335	7040	16674
1336	7046	16670
1337	7052	16665
1338	7057	16661
1339	7062	16655
1340	7067	16648
1341	7072	16641
1342	7077	16636
1343	7082	16630
1344	7087	16626
1345	7093	16622
1346	7099	16618
1347	7104	16612
1348	7110	16607
1349	7114	16601
1350	7119	16595
1351	7124	16589
1352	7129	16583
1353	7135	16579
1354	7142	16577
1355	7147	16572
1356	7152	16567
1357	7158	16562
1358	7163	16556
1359	7168	16550
1360	7174	16546
1361	7178	16539
1362	7184	16534
1363	7189	16530
1364	7195	16524
1365	7199	16518
1366	7205	16513
1367	7210	16507
1368	7215	16501
1369	7219	16495
1370	7224	16489
1371	7230	16483
1372	7235	16479
1373	7241	16475
1374	7246	16470
1375	7251	16463
1376	7257	16458
1377	7261	16452
1378	7267	16447
1379	7272	16442
1380	7277	16436
1381	7282	16430
1382	7288	16427
1383	7294	16423
1384	7299	16417
1385	7305	16413
1386	7310	16407
1387	7315	16401
1388	7320	16396
1389	7326	16391
1390	7331	16387
1391	7337	16383
1392	7344	16380
1393	7349	16375
1394	7355	16370
1395	7359	16364
1396	7364	16358
1397	7370	16355
1398	7375	16349
1399	7381	16344
1400	7387	16341
1401	7393	16337
1402	7399	16333
1403	7404	16328
1404	7409	16322
1405	7414	16317
1406	7420	16313
1407	7426	16307
1408	7432	16304
1409	7439	16302
1410	7444	16298
1411	7450	16293
1412	7455	16287
1413	7460	16282
1414	7465	16276
1415	7471	16272
1416	7476	16266
1417	7481	16261
1418	7488	16258
1419	7493	16253
1420	7499	16249
1421	7504	16243
1422	7509	16237
1423	7513	16230
1424	7520	16228
1425	7525	16222
1426	7530	16216
1427	7535	16211
1428	7541	16206
1429	7546	16200
1430	7551	16194
1431	7555	16188
1432	7560	16181
1433	7565	16175
1434	7570	16169
1435	7575	16163
1436	7580	16158
1437	7586	16154
1438	7592	16149
1439	7597	16144
1440	7602	16138
1441	7607	16132
1442	7612	16126
1443	7617	16120
1444	7622	16115
1445	7627	16110
1446	7633	16106
1447	7639	16101
1448	7644	16095
1449	7649	16090
1450	7654	16084
1451	7659	16078
1452	7664	16072
1453	7669	16066
1454	7674	16060
1455	7679	16055
1456	7685	16051
1457	7690	16046
1458	7696	16040
1459	7701	16035
1460	7706	16029
1461	7711	16024
1462	7717	16020
1463	7722	16014
1464	7728	16010
1465	7734	16007
1466	7739	16002
1467	7744	15995
1468	7749	15990
1469	7754	15983
1470	7759	15977
1471	7764	15971
1472	7769	15965
1473	7774	15960
1474	7780	15957
1475	7786	15952
1476	7791	15947
1477	7796	15942
1478	7801	15936
1479	7807	15930
1480	7812	15926
1481	7817	15920
1482	7822	15914
1483	7829	15911
1484	7834	15906
1485	7840	15901
1486	7845	15896
1487	7850	15890
1488	7855	15884
1489	7860	15878
1490	7865	15872
1491	7869	15866
1492	7874	15860
1493	7880	15856
1494	7886	15851
1495	7891	15846
1496	7897	15841
1497	7902	15835
1498	7906	15829
1499	7913	15826
1500	7917	15819
1501	7923	15815
1502	7929	15811
1503	7935	15807
1504	7940	15802
1505	7946	15798
1506	7951	15792
1507	7956	15786
1508	7961	15780
1509	7966	15774
1510	7971	15769
1511	7977	15764
1512	7983	15760
1513	7988	15755
1514	7994	15751
1515	7999	15746
1516	8004	15740
1517	8009	15734
1518	8014	15729
1519	8020	15723
1520	8025	15718
1521	8031	15714
1522	8036	15708
1523	8041	15702
1524	8045	15696
1525	8050	15689
1526	8055	15682
1527	8060	15676
1528	8065	15671
1529	8070	15665
1530	8075	15660
1531	8081	15656
1532	8086	15651
1533	8091	15645
1534	8096	15638
1535	8101	15632
1536	8106	15627
1537	8111	15622
1538	8116	15616
1539	8122	15612
1540	8128	15608
1541	8134	15603
1542	8139	15598
1543	8144	15592
1544	8149	15586
1545	8153	15579
1546	8158	15573
1547	8163	15567
1548	8168	15562
1549	8174	15557
1550	8180	15553
1551	8185	15547
1552	8190	15542
1553	8195	15537
1554	8200	15531
1555	8206	15526
1556	8211	15520
1557	8217	15516
1558	8224	15514
1559	8229	15509
1560	8234	15503
1561	8239	15498
1562	8245	15493
1563	8249	15487
1564	8255	15481
1565	8260	15475
1566	8264	15469
1567	8270	15465
1568	8276	15460
1569	8281	15455
1570	8286	15449
1571	8291	15444
1572	8296	15437
1573	8301	15431
1574	8306	15425
1575	8312	15421
1576	8318	15417
1577	8324	15413
1578	8329	15408
1579	8334	15403
1580	8339	15397
1581	8345	15392
1582	8349	15386
1583	8355	15380
1584	8360	15375
1585	8365	15370
1586	8371	15366
1587	8377	15361
1588	8382	15356
1589	8387	15351
1590	8393	15345
1591	8397	15339
1592	8403	15335
1593	8409	15331
1594	8414	15326
1595	8422	15324
1596	8427	15319
1597	8432	15314
1598	8438	15310
1599	8444	15304
1600	8448	15298
1601	8454	15293
1602	8459	15288
1603	8465	15284
1604	8473	15283
1605	8479	15280
1606	8485	15276
1607	8490	15271
1608	8496	15266
1609	8503	15263
1610	8508	15258
1611	8514	15254
1612	8521	15252
1613	8527	15248
1614	8533	15244
1615	8538	15238
1616	8543	15233
1617	8548	15227
1618	8554	15222
1619	8559	15216
1620	8564	15211
1621	8571	15208
1622	8577	15204
1623	8582	15198
1624	8587	15193
1625	8592	15188
1626	8598	15182
1627	8604	15178
1628	8609	15173
1629	8615	15169
1630	8621	15165
1631	8626	15160
1632	8631	15154
1633	8637	15149
1634	8642	15143
1635	8646	15137
1636	8652	15131
1637	8657	15126
1638	8662	15121
1639	8668	15117
1640	8674	15112
1641	8679	15106
1642	8684	15101
1643	8689	15095
1644	8694	15089
1645	8699	15084
1646	8704	15078
1647	8710	15073
1648	8716	15070
1649	8722	15066
1650	8727	15060
1651	8733	15055
1652	8737	15049
1653	8742	15043
1654	8748	15038
1655	8753	15032
1656	8758	15026
1657	8764	15023
1658	8770	15018
1659	8775	15013
1660	8780	15007
1661	8785	15002
1662	8790	14996
1663	8796	14991
1664	8801	14986
1665	8806	14980
1666	8812	14976
1667	8818	14972
1668	8823	14967
1669	8829	14962
1670	8834	14956
1671	8839	14951
1672	8845	14946
1673	8850	14941
1674	8855	14935
1675	8861	14930
1676	8866	14926
1677	8872	14920
1678	8877	14915
1679	8882	14909
1680	8887	14904
1681	8892	14898
1682	8897	14893
